"Timestamp","Who is your oshi(s)?","Gender","Age","Time zone","Are you native/fluent in English?"
"2023/05/21 12:02:32 PM MDT","Pomu Rainpuff;Enna Alouette;Luca Kaneshiro;Ike Eveland","","","UTC +7","No"
"2023/05/21 12:09:30 PM MDT","Enna Alouette;Vox Akuma;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid","","24","UTC +8","Yes"
"2023/05/21 12:11:31 PM MDT","Elira Pendora;Shu Yamino;Uki Violeta;Kyo Kaneko","","24","UTC -5","Yes"
"2023/05/21 12:13:19 PM MDT","Pomu Rainpuff;Selen Tatsuki;Millie Parfait;Enna Alouette;Luca Kaneshiro;Shu Yamino;Mysta Rias;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Aster Arcadia;Doppio Dropscythe","","21","UTC +8","Yes"
"2023/05/21 12:15:49 PM MDT","Selen Tatsuki;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Aster Arcadia;Scarle Yonaguni","","19","UTC -5","Yes"
"2023/05/21 12:22:59 PM MDT","Finana Ryugu;Rosemi Lovelock;Selen Tatsuki;Millie Parfait;Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Alban Knox;Fulgur Ovid;Kyo Kaneko;Ren Zotto;Doppio Dropscythe;Hex Haywire;Ver Vermillion","","33","UTC -4","Yes"
"2023/05/21 12:23:37 PM MDT","Enna Alouette;Mysta Rias;Vox Akuma;Uki Violeta;Doppio Dropscythe","","20","UTC +2","Yes"
"2023/05/21 12:24:14 PM MDT","Elira Pendora;Enna Alouette;Ike Eveland;Vox Akuma;Uki Violeta;Doppio Dropscythe;Hex Haywire;Ver Vermillion","","16","UTC -4","Yes"
"2023/05/21 12:24:27 PM MDT","Pomu Rainpuff;Luca Kaneshiro;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Ren Zotto","","20","UTC -5","Yes"
"2023/05/21 12:24:37 PM MDT","Enna Alouette;Kyo Kaneko;Aster Arcadia;Doppio Dropscythe;Ver Vermillion","","22","UTC -5","Yes"
"2023/05/21 12:28:24 PM MDT","Mysta Rias;Vox Akuma;Fulgur Ovid","","20","UTC +2","No"
"2023/05/21 12:34:43 PM MDT","Mysta Rias;Kyo Kaneko;Aster Arcadia","","19","UTC -4","Yes"
"2023/05/21 12:34:59 PM MDT","Selen Tatsuki;Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta","","20","UTC -5","Yes"
"2023/05/21 12:35:50 PM MDT","Ike Eveland;Mysta Rias;Fulgur Ovid;Aia Amare","","19","UTC -7","Yes"
"2023/05/21 12:42:02 PM MDT","Pomu Rainpuff;Elira Pendora;Enna Alouette;Shu Yamino;Uki Violeta;Kyo Kaneko","","19","UTC +8","Yes"
"2023/05/21 12:43:55 PM MDT","Pomu Rainpuff;Elira Pendora;Shu Yamino","","24","UTC -4","Yes"
"2023/05/21 12:46:14 PM MDT","Shu Yamino;Mysta Rias","","24","UTC -4","Yes"
"2023/05/21 12:49:22 PM MDT","Elira Pendora;Selen Tatsuki;Millie Parfait;Shu Yamino;Vox Akuma;Uki Violeta;Fulgur Ovid;Maria Marionette;Doppio Dropscythe;Kotoka Torahime","","21","UTC -7","Yes"
"2023/05/21 12:51:07 PM MDT","Selen Tatsuki;Vox Akuma;Fulgur Ovid;Kyo Kaneko","","28","UTC +1","Yes"
"2023/05/21 12:58:34 PM MDT","Pomu Rainpuff;Elira Pendora;Aia Amare","","26","UTC -5","Yes"
"2023/05/21 1:01:28 PM MDT","Ike Eveland;Vox Akuma","","17","UTC -6","Yes"
"2023/05/21 1:03:50 PM MDT","Sonny Brisko;Alban Knox;Doppio Dropscythe","","19","UTC +8","No"
"2023/05/21 1:06:16 PM MDT","Vox Akuma;Ren Zotto","","18","UTC -6","Yes"
"2023/05/21 1:18:35 PM MDT","Vox Akuma;Alban Knox;Ver Vermillion","","21","UTC +8","No"
"2023/05/21 1:21:00 PM MDT","Fulgur Ovid;Kyo Kaneko","","18","UTC +3","Yes"
"2023/05/21 1:33:23 PM MDT","Vox Akuma","","","UTC -7","Yes"
"2023/05/21 1:41:52 PM MDT","Vox Akuma","","24","UTC +0","Yes"
"2023/05/21 1:44:56 PM MDT","Luca Kaneshiro;Vox Akuma","","29","UTC -3","Yes"
"2023/05/21 1:45:09 PM MDT","Petra Gurin;Shu Yamino;Aster Arcadia","","22","UTC -7","Yes"
"2023/05/21 1:50:37 PM MDT","Millie Parfait;Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Ike Eveland;Fulgur Ovid;Kyo Kaneko;Doppio Dropscythe;Ver Vermillion","","25","UTC +8","Yes"
"2023/05/21 1:51:22 PM MDT","Selen Tatsuki;Millie Parfait;Mysta Rias;Alban Knox;Kyo Kaneko","","21","UTC -4","Yes"
"2023/05/21 1:52:55 PM MDT","Selen Tatsuki;Enna Alouette;Mysta Rias;Vox Akuma;Kyo Kaneko;Doppio Dropscythe","","17","UTC -4","Yes"
"2023/05/21 1:55:50 PM MDT","Mysta Rias;Kyo Kaneko","","17","UTC -6","Yes"
"2023/05/21 1:57:27 PM MDT","Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma","","25","UTC +8","Yes"
"2023/05/21 2:04:30 PM MDT","Vox Akuma","","24","UTC +1","Yes"
"2023/05/21 2:06:31 PM MDT","Fulgur Ovid;Kyo Kaneko","","22","UTC -4","Yes"
"2023/05/21 2:08:54 PM MDT","Mysta Rias;Uki Violeta;Kyo Kaneko;Aster Arcadia;Doppio Dropscythe","","","UTC +9","No"
"2023/05/21 2:10:29 PM MDT","Mysta Rias;Vox Akuma;Fulgur Ovid","","21","UTC +2","Yes"
"2023/05/21 2:14:06 PM MDT","Mysta Rias;Vox Akuma;Hex Haywire","","19","UTC +0","Yes"
"2023/05/21 2:19:58 PM MDT","Mysta Rias;Vox Akuma","","25","UTC +1","Yes"
"2023/05/21 2:26:17 PM MDT","Sonny Brisko;Doppio Dropscythe","","","UTC +8","No"
"2023/05/21 2:26:55 PM MDT","Mysta Rias;Aster Arcadia;Scarle Yonaguni","","14","UTC -8","Yes"
"2023/05/21 2:36:35 PM MDT","Kyo Kaneko;Scarle Yonaguni","","20","UTC +1","No"
"2023/05/21 2:41:40 PM MDT","Millie Parfait;Luca Kaneshiro;Uki Violeta;Hex Haywire","","22","UTC +8","Yes"
"2023/05/21 2:46:10 PM MDT","Millie Parfait;Mysta Rias;Uki Violeta;Aster Arcadia;Doppio Dropscythe","","30","UTC +8","Yes"
"2023/05/21 2:52:10 PM MDT","Luca Kaneshiro;Vox Akuma;Doppio Dropscythe","","28","UTC +8","No"
"2023/05/21 2:55:18 PM MDT","Pomu Rainpuff;Doppio Dropscythe;Hex Haywire","","28","UTC +2","Yes"
"2023/05/21 3:00:06 PM MDT","Uki Violeta;Fulgur Ovid;Kyo Kaneko","","26","UTC -4","Yes"
"2023/05/21 3:07:29 PM MDT","Enna Alouette;Kyo Kaneko","","24","UTC +2","Yes"
"2023/05/21 3:18:06 PM MDT","Luca Kaneshiro;Alban Knox;Ren Zotto","","25","UTC +10","Yes"
"2023/05/21 3:22:10 PM MDT","Millie Parfait;Luca Kaneshiro;Mysta Rias;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Aia Amare;Aster Arcadia;Doppio Dropscythe","","","UTC +8","Yes"
"2023/05/21 3:23:57 PM MDT","Selen Tatsuki;Enna Alouette;Luca Kaneshiro;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Ren Zotto;Doppio Dropscythe","","23","UTC -5","Yes"
"2023/05/21 3:26:18 PM MDT","Nina Kosaka;Luca Kaneshiro;Ike Eveland;Mysta Rias;Vox Akuma;Alban Knox;Scarle Yonaguni;Doppio Dropscythe","","25","UTC +1","Yes"
"2023/05/21 3:26:53 PM MDT","Kyo Kaneko","","","UTC -4","Yes"
"2023/05/21 3:28:10 PM MDT","Alban Knox;Fulgur Ovid","","19","UTC +1","Yes"
"2023/05/21 3:30:05 PM MDT","Millie Parfait;Vox Akuma","","24","UTC +9","No"
"2023/05/21 3:30:30 PM MDT","Vox Akuma;Kyo Kaneko","","18","UTC -3","Yes"
"2023/05/21 3:32:00 PM MDT","Pomu Rainpuff;Elira Pendora;Finana Ryugu;Millie Parfait;Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Fulgur Ovid;Kyo Kaneko;Scarle Yonaguni;Kotoka Torahime","","20","UTC +8","Yes"
"2023/05/21 3:34:34 PM MDT","Pomu Rainpuff;Elira Pendora;Reimu Endou;Shu Yamino;Sonny Brisko;Ren Zotto;Doppio Dropscythe","","30","UTC -5","Yes"
"2023/05/21 3:38:18 PM MDT","Enna Alouette;Ike Eveland;Mysta Rias;Kyo Kaneko","","","","Yes"
"2023/05/21 3:41:01 PM MDT","Luca Kaneshiro;Shu Yamino;Kyo Kaneko;Ren Zotto","","","UTC -7","Yes"
"2023/05/21 3:42:32 PM MDT","Ike Eveland;Vox Akuma;Uki Violeta;Ren Zotto","","21","UTC -4","Yes"
"2023/05/21 3:42:34 PM MDT","Elira Pendora;Millie Parfait;Enna Alouette;Ike Eveland;Vox Akuma;Uki Violeta;Fulgur Ovid;Ren Zotto;Doppio Dropscythe;Meloco Kyoran","","23","UTC +4","Yes"
"2023/05/21 3:46:06 PM MDT","Millie Parfait;Fulgur Ovid;Kyo Kaneko","","22","UTC +1","Yes"
"2023/05/21 3:52:18 PM MDT","Pomu Rainpuff;Selen Tatsuki;Millie Parfait;Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Kyo Kaneko","","17","UTC -5","Yes"
"2023/05/21 3:57:37 PM MDT","Mysta Rias;Vox Akuma;Maria Marionette;Doppio Dropscythe","","15","UTC +1","Yes"
"2023/05/21 4:05:15 PM MDT","Elira Pendora;Selen Tatsuki;Millie Parfait;Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Fulgur Ovid;Kyo Kaneko;Doppio Dropscythe","","35","UTC -5","Yes"
"2023/05/21 4:13:30 PM MDT","Uki Violeta;Fulgur Ovid;Kyo Kaneko;Ren Zotto;Doppio Dropscythe","","27","UTC -7","Yes"
"2023/05/21 4:14:07 PM MDT","Vox Akuma;Doppio Dropscythe","","20","UTC +7","Yes"
"2023/05/21 4:19:48 PM MDT","Shu Yamino;Vox Akuma;Kyo Kaneko;Ren Zotto;Doppio Dropscythe;Ver Vermillion","","25","UTC +12","Yes"
"2023/05/21 4:21:27 PM MDT","Vox Akuma","","33","UTC -5","Yes"
"2023/05/21 4:26:42 PM MDT","Fulgur Ovid;Kyo Kaneko","","21","UTC -8","Yes"
"2023/05/21 4:37:08 PM MDT","Vox Akuma;Fulgur Ovid","","27","","Yes"
"2023/05/21 4:45:14 PM MDT","Vox Akuma;Maria Marionette","","19","UTC +9","Yes"
"2023/05/21 4:47:05 PM MDT","Luca Kaneshiro;Shu Yamino;Mysta Rias;Alban Knox;Doppio Dropscythe","","15","UTC -6","Yes"
"2023/05/21 4:51:47 PM MDT","Ike Eveland;Kyo Kaneko","","19","UTC +8","Yes"
"2023/05/21 4:53:55 PM MDT","Luca Kaneshiro;Shu Yamino","","29","UTC -4","Yes"
"2023/05/21 5:00:28 PM MDT","Luca Kaneshiro","","25","UTC +8","No"
"2023/05/21 5:04:36 PM MDT","Pomu Rainpuff;Elira Pendora;Selen Tatsuki;Millie Parfait;Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Aia Amare;Aster Arcadia;Ren Zotto;Doppio Dropscythe;Ver Vermillion","","18","UTC +8","Yes"
"2023/05/21 5:18:41 PM MDT","Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid;Maria Marionette;Scarle Yonaguni;Ren Zotto;Doppio Dropscythe;Ver Vermillion","","26","UTC +8","No"
"2023/05/21 5:19:44 PM MDT","Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Alban Knox;Ren Zotto;Meloco Kyoran;Kotoka Torahime","","26","UTC +9","No"
"2023/05/21 5:22:12 PM MDT","Enna Alouette;Shu Yamino","","19","UTC +9","Yes"
"2023/05/21 5:22:46 PM MDT","Shu Yamino;Ike Eveland;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid","","22","UTC +8","Yes"
"2023/05/21 5:23:39 PM MDT","Alban Knox","","21","UTC -5","Yes"
"2023/05/21 5:26:28 PM MDT","Finana Ryugu;Petra Gurin;Sonny Brisko;Alban Knox;Maria Marionette;Ver Vermillion","","24","UTC +8","Yes"
"2023/05/21 5:28:28 PM MDT","Selen Tatsuki;Vox Akuma;Fulgur Ovid","","26","UTC +3","Yes"
"2023/05/21 5:29:48 PM MDT","Elira Pendora;Ike Eveland;Uki Violeta;Alban Knox;Fulgur Ovid","","18","UTC -5","Yes"
"2023/05/21 5:30:53 PM MDT","Elira Pendora;Reimu Endou;Mysta Rias;Uki Violeta;Maria Marionette;Doppio Dropscythe;Ver Vermillion","","17","UTC -6","Yes"
"2023/05/21 5:34:53 PM MDT","Luca Kaneshiro;Shu Yamino;Vox Akuma;Ver Vermillion","","25","UTC -5","Yes"
"2023/05/21 5:40:46 PM MDT","Kyo Kaneko;Ren Zotto","","21","UTC -5","Yes"
"2023/05/21 5:44:16 PM MDT","Luca Kaneshiro;Shu Yamino;Mysta Rias;Doppio Dropscythe","","17","UTC +1","Yes"
"2023/05/21 5:46:47 PM MDT","Vox Akuma;Fulgur Ovid;Doppio Dropscythe;Hex Haywire","","54","UTC +14/-10","Yes"
"2023/05/21 5:50:34 PM MDT","Selen Tatsuki;Luca Kaneshiro;Ike Eveland;Alban Knox;Doppio Dropscythe","","21","UTC -8","Yes"
"2023/05/21 5:53:05 PM MDT","Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Uki Violeta;Kyo Kaneko;Aia Amare","","19","UTC -4","Yes"
"2023/05/21 5:58:06 PM MDT","Luca Kaneshiro;Mysta Rias;Vox Akuma;Alban Knox;Fulgur Ovid;Aster Arcadia;Ren Zotto;Hex Haywire;Ver Vermillion","","20","UTC -5","Yes"
"2023/05/21 5:58:54 PM MDT","Vox Akuma;Hex Haywire;Ver Vermillion","","19","UTC +10","Yes"
"2023/05/21 6:01:11 PM MDT","Luca Kaneshiro;Ike Eveland;Uki Violeta;Kyo Kaneko","","","UTC -5","Yes"
"2023/05/21 6:15:04 PM MDT","Vox Akuma;Fulgur Ovid;Kotoka Torahime","","26","UTC -6","Yes"
"2023/05/21 6:15:48 PM MDT","Pomu Rainpuff;Enna Alouette;Vox Akuma;Ren Zotto;Doppio Dropscythe;Ver Vermillion","","21","UTC -7","Yes"
"2023/05/21 6:16:29 PM MDT","Shu Yamino;Mysta Rias;Alban Knox;Aia Amare","","28","UTC -5","Yes"
"2023/05/21 6:21:33 PM MDT","Shu Yamino;Vox Akuma;Uki Violeta;Fulgur Ovid;Doppio Dropscythe;Meloco Kyoran;Ver Vermillion","","37","UTC +8","Yes"
"2023/05/21 6:26:01 PM MDT","Luca Kaneshiro;Shu Yamino","","42","UTC -4","Yes"
"2023/05/21 6:26:45 PM MDT","Fulgur Ovid","","26","UTC +7","Yes"
"2023/05/21 6:27:38 PM MDT","Nina Kosaka;Luca Kaneshiro;Ike Eveland;Vox Akuma;Uki Violeta;Alban Knox","","23","UTC -6","Yes"
"2023/05/21 6:28:13 PM MDT","Petra Gurin;Luca Kaneshiro;Shu Yamino;Sonny Brisko;Alban Knox;Maria Marionette;Kyo Kaneko;Aster Arcadia;Scarle Yonaguni;Ren Zotto;Doppio Dropscythe;Hex Haywire;Ver Vermillion","","15","UTC +7","Yes"
"2023/05/21 6:30:12 PM MDT","Enna Alouette;Fulgur Ovid;Doppio Dropscythe","","23","UTC +8","Yes"
"2023/05/21 6:30:48 PM MDT","Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Sonny Brisko;Uki Violeta;Alban Knox;Fulgur Ovid","","27","UTC -5","Yes"
"2023/05/21 6:34:14 PM MDT","Vox Akuma;Aster Arcadia;Doppio Dropscythe;Hex Haywire;Ver Vermillion","","25","UTC -7","Yes"
"2023/05/21 6:39:05 PM MDT","Millie Parfait;Ike Eveland;Alban Knox;Kyo Kaneko","","19","UTC +2","Yes"
"2023/05/21 6:46:14 PM MDT","Luca Kaneshiro;Mysta Rias;Alban Knox","","29","UTC -7","Yes"
"2023/05/21 6:48:40 PM MDT","Fulgur Ovid;Doppio Dropscythe","","22","UTC +8","Yes"
"2023/05/21 6:51:25 PM MDT","Elira Pendora;Alban Knox","","17","UTC +10","Yes"
"2023/05/21 6:54:52 PM MDT","Elira Pendora;Selen Tatsuki;Uki Violeta;Alban Knox","","28","UTC -4","Yes"
"2023/05/21 6:57:14 PM MDT","Luca Kaneshiro;Shu Yamino;Vox Akuma;Uki Violeta;Kyo Kaneko;Aster Arcadia","","24","UTC -4","Yes"
"2023/05/21 6:57:33 PM MDT","Pomu Rainpuff;Elira Pendora;Petra Gurin;Selen Tatsuki;Enna Alouette;Sonny Brisko;Alban Knox;Maria Marionette;Kyo Kaneko;Ren Zotto;Doppio Dropscythe","","29","UTC +8","No"
"2023/05/21 6:58:01 PM MDT","Aia Amare;Scarle Yonaguni;Doppio Dropscythe","","17","UTC -4","Yes"
"2023/05/21 6:59:15 PM MDT","Elira Pendora;Petra Gurin;Enna Alouette;Shu Yamino","","19","UTC +7","Yes"
"2023/05/21 7:10:39 PM MDT","Luca Kaneshiro;Mysta Rias;Vox Akuma;Sonny Brisko;Fulgur Ovid;Kyo Kaneko;Doppio Dropscythe","","22","UTC +8","Yes"
"2023/05/21 7:11:59 PM MDT","Millie Parfait;Mysta Rias;Alban Knox","","","UTC +8","Yes"
"2023/05/21 7:12:14 PM MDT","Ike Eveland;Uki Violeta;Alban Knox;Ren Zotto;Doppio Dropscythe;Hex Haywire;Ver Vermillion","","25","UTC +0","Yes"
"2023/05/21 7:13:02 PM MDT","Rosemi Lovelock;Millie Parfait;Enna Alouette;Ike Eveland;Vox Akuma;Uki Violeta;Fulgur Ovid;Kyo Kaneko;Aster Arcadia;Ren Zotto;Doppio Dropscythe;Hex Haywire;Ver Vermillion","","26","UTC -4","Yes"
"2023/05/21 7:17:07 PM MDT","Elira Pendora;Selen Tatsuki;Alban Knox;Maria Marionette;Aia Amare","","24","UTC -8","Yes"
"2023/05/21 7:22:46 PM MDT","Vox Akuma","","27","UTC +8","No"
"2023/05/21 7:22:58 PM MDT","Elira Pendora;Enna Alouette;Luca Kaneshiro;Shu Yamino;Ike Eveland;Sonny Brisko;Uki Violeta;Ren Zotto;Ver Vermillion","","22","UTC +13/-11","Yes"
"2023/05/21 7:25:17 PM MDT","Ike Eveland;Vox Akuma","","21","UTC -8","Yes"
"2023/05/21 7:28:39 PM MDT","Pomu Rainpuff;Elira Pendora;Finana Ryugu;Nina Kosaka;Reimu Endou;Ike Eveland;Vox Akuma;Alban Knox;Fulgur Ovid;Maria Marionette;Aia Amare;Doppio Dropscythe;Kotoka Torahime;Ver Vermillion","","","UTC +13/-11","Yes"
"2023/05/21 7:29:48 PM MDT","Selen Tatsuki;Reimu Endou;Ike Eveland;Uki Violeta","","28","UTC -7","Yes"
"2023/05/21 7:30:02 PM MDT","Luca Kaneshiro;Shu Yamino","","24","","No"
"2023/05/21 7:32:13 PM MDT","Ike Eveland;Vox Akuma","","21","UTC -5","Yes"
"2023/05/21 7:32:46 PM MDT","Pomu Rainpuff;Elira Pendora;Ike Eveland","","24","UTC -4","Yes"
"2023/05/21 7:32:57 PM MDT","Millie Parfait;Enna Alouette;Fulgur Ovid","","23","UTC +7","No"
"2023/05/21 7:34:40 PM MDT","Ike Eveland;Vox Akuma","","18","UTC -3","Yes"
"2023/05/21 7:35:52 PM MDT","Ike Eveland","","","UTC +8","No"
"2023/05/21 7:37:45 PM MDT","Enna Alouette;Reimu Endou;Ike Eveland;Kyo Kaneko;Meloco Kyoran;Ver Vermillion","","18","UTC -5","Yes"
"2023/05/21 7:37:51 PM MDT","Ike Eveland","","13","UTC +8","Yes"
"2023/05/21 7:38:56 PM MDT","Finana Ryugu;Rosemi Lovelock;Nina Kosaka;Mysta Rias;Vox Akuma;Maria Marionette;Kyo Kaneko;Kotoka Torahime","","26","UTC -7","Yes"
"2023/05/21 7:39:19 PM MDT","Enna Alouette;Reimu Endou;Luca Kaneshiro;Shu Yamino;Ike Eveland;Mysta Rias;Vox Akuma;Fulgur Ovid;Maria Marionette","","29","UTC +7","Yes"
"2023/05/21 7:39:21 PM MDT","Vox Akuma;Fulgur Ovid","","23","UTC -4","Yes"
"2023/05/21 7:39:42 PM MDT","Pomu Rainpuff;Enna Alouette;Vox Akuma;Fulgur Ovid","","32","UTC -4","Yes"
"2023/05/21 7:40:05 PM MDT","Ike Eveland","","20","UTC +2","No"
"2023/05/21 7:41:53 PM MDT","Selen Tatsuki;Ike Eveland","","26","UTC +0","Yes"
"2023/05/21 7:43:15 PM MDT","Shu Yamino;Kyo Kaneko","","25","UTC -3","Yes"
"2023/05/21 7:43:37 PM MDT","Pomu Rainpuff;Shu Yamino;Mysta Rias","","25","UTC -8","Yes"
"2023/05/21 7:44:23 PM MDT","Elira Pendora;Ike Eveland","","20","UTC -5","Yes"
"2023/05/21 7:44:30 PM MDT","Millie Parfait;Enna Alouette;Luca Kaneshiro;Mysta Rias;Vox Akuma;Uki Violeta;Alban Knox;Kyo Kaneko;Aia Amare;Doppio Dropscythe","","19","UTC +10","Yes"
"2023/05/21 7:44:39 PM MDT","Reimu Endou;Luca Kaneshiro;Vox Akuma;Aia Amare;Scarle Yonaguni;Meloco Kyoran;Hex Haywire","","","UTC +8","Yes"
"2023/05/21 7:46:09 PM MDT","Selen Tatsuki;Millie Parfait;Enna Alouette;Sonny Brisko;Fulgur Ovid","","25","UTC -4","Yes"
"2023/05/21 7:48:49 PM MDT","Selen Tatsuki;Ike Eveland;Vox Akuma;Sonny Brisko;Alban Knox;Fulgur Ovid;Aia Amare","","19","UTC -7","Yes"
"2023/05/21 7:52:09 PM MDT","Uki Violeta;Ver Vermillion","","28","UTC +8","No"
"2023/05/21 7:53:08 PM MDT","Reimu Endou;Ike Eveland;Uki Violeta;Kyo Kaneko","","18","UTC +8","Yes"
"2023/05/21 7:54:08 PM MDT","Reimu Endou;Ike Eveland","","20","UTC +7","No"
"2023/05/21 8:08:04 PM MDT","Ike Eveland;Sonny Brisko","","20","UTC -5","Yes"
"2023/05/21 8:08:16 PM MDT","Pomu Rainpuff;Elira Pendora;Finana Ryugu;Enna Alouette;Shu Yamino;Kyo Kaneko;Aia Amare","","22","UTC -6","Yes"
"2023/05/21 8:09:40 PM MDT","Luca Kaneshiro;Shu Yamino;Mysta Rias;Sonny Brisko;Uki Violeta;Alban Knox;Hex Haywire","","26","UTC -9","Yes"
